,Location ,Latitude ,NESS ID ,Longitude ,NWS ID ,Elevation ,Agency 
NCRN,Croatan North Carolina,"34° 47' 00""",3334E400,"76° 52' 00""",319602,20 ft.,USFS
ASAF,Safford Arizona,"31° 45' 55""",329114B0,"110° 40' 06""",,4810 ft.,BLM
CEEL,Eel River California,"39° 50' 00""",3241B7B2,"123° 05' 00""",041005,1500 ft.,USFS
CTAL,Talega California,"33° 28' 41""",920040A2,"117° 29' 09""",045739,1203 ft.,DOD
WSTC,Star Prairie Wisconsin,"45° 11' 11""",32A293DA,"92° 39' 04""",472201,980 ft.,S&amp;PF
CCH2,Callahan 2 California,"41° 18' 00""",,"122° 49' 28""",,3911 ft.,
NPS3,NPS #3 Utah,"40° 25' 39""",FA5063A0,"112° 54' 37""",109997,4607 ft.,NPS
CDNO,Delnorte California,"34° 00' 33""",9330170C,"119° 39' 15""",,800 ft.,OTHR
YBEL,Belleayre Mt. New York,"42° 08' 38""",6250A590,"74° 29' 40""",301111,1950 ft.,S&amp;PF
WCED,Cedar Flats Washington,"46° 08' 00""",326183C6,"122° 07' 00""",451922,2320 ft.,USFS
CLPF,Lodge Pole Flats Colorado,"39° 09' 12""",328F9152,"106° 20' 59""",056501,9640 ft.,USFS
OBRI,Brer Rabbit Oregon,"44° 19' 23""",326062CE,"119° 46' 01""",352208,5900 ft.,USFS
ASTO,Stoney Alaska,"61° 00' 03""",FA600036,"153° 53' 45""",500956,1250 ft.,NPS
CSHA,Shaver California,"37° 08' 06""",CA256792,"119° 15' 22""",044522,5746 ft.,S&amp;PF
XPAD,Paduca New Mexico,"32° 10' 47""",325B6716,"103° 43' 18""",293202,3510 ft.,BLM
AEMP,Empire Arizona,"31° 46' 50""",325805FE,"110° 38' 05""",021205,4650 ft.,BLM
XHAC,Hachita Valley New Mexico,"31° 42' 00""",3243D7A0,"108° 20' 30""",292702,4291 ft.,BLM
CSLA,Slater Butte California,"41° 51' 31""",323844C6,"123° 21' 09""",040225,4670 ft.,USFS
HPTW,PTA West Hawaii,"19° 46' 18""",32667176,"155° 42' 08""",499907,4290 ft.,DOD
OBAD,Badger Creek Oregon,"44° 01' 48""",32605754,"120° 24' 00""",352711,5680 ft.,USFS
CSMA,San Marcos California,"34° 30' 45""",,"119° 49' 23""",,2200 ft.,
CSBB,Santa Barbara Island California,"33° 29' 00""",FA61D4A4,"119° 02' 00""",,176 ft.,NPS
CTE2,Temescal (LPF) California,"34° 28' 50""",327EF45A,"118° 45' 20""",045307,1140 ft.,USFS
WCAN,Canyon Creek Washington,"45° 55' 00""",326190B0,"122° 10' 00""",451921,2500 ft.,USFS
CBB4,Burney Basin #4 California,"41° 00' 25""",,"121° 29' 24""",,3783 ft.,
INEA,Neal Smith Iowa,"41° 34' 00""",83763576,"93° 15' 30""",136101,898 ft.,FWS
CDP1,DWP Powerplant #1 California,"34° 35' 56""",,"118° 27' 04""",,3000 ft.,
ACTU,Chititu Alaska,"61° 16' 26""",396020E0,"142° 37' 08""",,4554 ft.,NPS
OKAK,Kakapoo Oregon,"42° 14' 28""",FA508052,"122° 07' 02""",,4607 ft.,BLM
OOWY,Owyhee Ridge Oregon,"43° 35' 00""",3252A454,"117° 14' 00""",353614,4400 ft.,BLM
AUAM,UAM Arkansas,"33° 35' 13""",328BA1F2,"91° 48' 21""",036901,183 ft.,S&amp;PF
OLMC,Little McCoy Creek Oregon,"42° 42' 29""",3279B564,"118° 30' 36""",353527,5080 ft.,BLM
CGRN,Greenville Portable #2 California,"40° 08' 00""",32481116,"120° 57' 00""",040971,5500 ft.,USFS
XQUE,Quemazon Canyon,"35° 55' 33""",32639544,"106° 23' 01""",,9770 ft.,NPS
CPS4,PSF4 Colorado,"38° 58' 42""",,"105° 21' 18""",,8101 ft.,
BUCF,Buck Flat - Escalante 10NW Utah,"37° 54' 12""",3240F642,"111° 41' 29""",422606,8000 ft.,USFS
OBLU,Blue Canyon Oregon,"44° 40' 12""",325DA2C6,"117° 56' 01""",352416,4200 ft.,USFS
OFC3,Fields (Class III 14-C) Oregon,"42° 15' 55""",324F76C4,"118° 40' 55""",109891,4318 ft.,BLM
OBOC,Board Creek Oregon,"44° 35' 36""",325D4134,"119° 16' 40""",352330,5000 ft.,USFS
WECH,Echeta Wyoming,"44° 28' 00""",3278318A,"105° 50' 46""",480501,4320 ft.,BLM
GOCO,Oconee #1 Georgia,"33° 12' 30""",3273625E,"83° 42' 49""",093701,476 ft.,USFS
LCAN,Caney - FTS Louisiana,"32° 48' 15""",32833036,"93° 04' 00""",160401,230 ft.,USFS
WGRE,Grayback Washington,"45° 59' 30""",3000A6A6,"121° 05' 00""",452404,3800 ft.,S&amp;PF
XWAS,Washington Pass New Mexico,"36° 04' 41""",3279F66E,"108° 51' 27""",290101,9370 ft.,BIA
CLAH,La Honda California,"37° 18' 19""",CA22B3CE,"122° 15' 18""",043304,872 ft.,S&amp;PF
CPUR,Purisima Hills California,"34° 42' 44""",32A206B8,"120° 23' 29""",045229,1170 ft.,S&amp;PF
FPAI,Paisley Florida,"28° 59' 44""",AAC0E1A2,"81° 32' 13""",084001,85 ft.,USFS
VGLE,Glenped Virginia,"37° 37' 35""",326AE588,"79° 30' 45""",441631,865 ft.,USFS
CEEC,Eel River Camp California,"40° 08' 18""",CA2AC1F8,"123° 49' 25""",040421,446 ft.,S&amp;PF
WMUD,Muddy Creek Wyoming,"41° 24' 00""",327861F6,"110° 33' 10""",481801,6970 ft.,BLM
APIN,Piney Hill Arizona,"35° 45' 40""",327A01E4,"109° 10' 03""",020402,8102 ft.,BIA
XCHU,Chupadera New Mexico,"33° 46' 22""",325B376A,"106° 05' 54""",292102,6520 ft.,BLM
UCOT,Cottonwood Mtn Utah,"37° 59' 02""",327CD742,"112° 38' 21""",422503,7500 ft.,USFS
GTAL,Tallulah #1 Georgia,"34° 54' 21""",327381AC,"83° 20' 04""",090802,2728 ft.,USFS
CCHL,Challenge California,"39° 29' 00""",,"121° 13' 30""",,2557 ft.,
CCHS,Chester California,"40° 17' 23""",32806744,"121° 05' 07""",040904,4525 ft.,USFS
MKET,Ketfalls Minnesota,"48° 30' 12""",FA65E404,"92° 38' 26""",210516,1160 ft.,NPS
CHOR,Horse Thief Springs California,"35° 46' 14""",325185B6,"115° 54' 33""",045129,5000 ft.,BLM
JANC,Ancora Hospital New Jersey,"39° 41' 05""",FF1011C6,"74° 51' 53""",280071,116 ft.,S&amp;PF
CTRA,Las Trampas California,"37° 50' 02""",CA415500,"122° 04' 01""",043009,1760 ft.,S&amp;PF
MBRS,Branson Missouri,"36° 41' 40""",,"93° 13' 01""",,1025 ft.,
SWHR,White River South Dakota,"43° 30' 40""",FA6507F6,"102° 29' 49""",395201,2624 ft.,NPS
XCUB,Cuba New Mexico,"35° 56' 31""",325B84E4,"107° 04' 38""",290705,6172 ft.,BLM
CCNC,Canon City Colorado,"38° 17' 13""",327260A4,"105° 40' 53""",,8182 ft.,USFS
NMOU,Mountain Springs Nevada,"36° 01' 50""",326CE546,"115° 31' 00""",261708,5600 ft.,USFS
WEFK,West Fork - Hanna 11NW,"40° 27' 54""",324122D0,"110° 57' 30""",421202,8400 ft.,USFS
SMRU,Mt. Rushmore South Dakota,"43° 52' 30""",FA66138E,"103° 27' 30""",392603,5400 ft.,NPS
AGTR,Gunter Alabama,"32° 24' 51""",32B3B052,"86° 14' 27""",014801,216 ft.,S&amp;PF
XDAT,Datil New Mexico,"34° 17' 23""",3283F528,"107° 45' 59""",292012,7600 ft.,USFS
AEVE,Evening Shade Arkansas,"36° 06' 19""",0720301A,"91° 33' 53""",031502,540 ft.,S&amp;PF
CMOU,Mountain Rest California,"37° 03' 16""",324312BE,"119° 22' 16""",044505,4100 ft.,USFS
OFIE,Fields Oregon,"43° 40' 50""",3260B4A6,"122° 18' 07""",352557,3373 ft.,USFS
HKAP,Palehua Hawaii,"21° 23' 06""",4870F55E,"158° 06' 15""",492018,2370 ft.,S&amp;PF
OTTM,Tufti Mountain Oregon,"43° 40' 33""",,"122° 23' 00""",,2880 ft.,
WGUE,Guernsey Wyoming,"42° 23' 09""",C55AB568,"104° 48' 19""",483101,4785 ft.,BLM
CWAW,Wawona California,"37° 32' 24""",FA673798,"119° 39' 06""",044109,4052 ft.,NPS
VMAR,Marlboro College Vermont,"42° 50' 16""",3335A5F0,"72° 44' 06""",431401,1686 ft.,USFS
XZUB,Zuni Buttes New Mexico,"35° 08' 21""",327B25F2,"108° 56' 29""",290603,6689 ft.,BIA
FCHE,Chekika Florida,"25° 37' 30""",FA6255BE,"80° 34' 47""",086704,5 ft.,NPS
TULE,Tule Valley - Delta 49W Utah,"39° 21' 00""",325F715A,"113° 23' 05""",421806,5200 ft.,BLM
CMSA,Mariposa California,"37° 30' 15""",CA2235DA,"119° 59' 13""",044106,2231 ft.,S&amp;PF
MBDA,Badoura Minnesota,"46° 51' 39""",70700046,"94° 43' 33""",211502,1420 ft.,S&amp;PF
CPCY,Pinion Canyon Colorado,"37° 54' 20""",3241E7CE,"104° 03' 20""",056202,5360 ft.,USFS
XMIL,Mills Canyon New Mexico,"36° 03' 16""",328904FE,"104° 19' 28""",291101,5856 ft.,USFS
CLVR,Livermore California,"37° 42' 43""",CA22F0C4,"121° 48' 49""",043406,800 ft.,S&amp;PF
CAHL,Angelus Hill California,"33° 48' 29""",324E02AE,"116° 51' 18""",109794,4028 ft.,BLM
CMID,Mid Hills California,"35° 07' 23""",3254C17C,"115° 24' 41""",045128,5413 ft.,BLM
CHTM,Hat Mountain California,"40° 30' 06""",FA608622,"121° 25' 21""",,8000 ft.,NPS
AWIG,Wigand Alaska,"63° 48' 44""",3960060C,"150° 03' 00""",,1720 ft.,NPS
MOBR,O Brien Ridge Montana,"46° 03' 17""",32B0C1CC,"113° 40' 00""",,7805 ft.,USFS
WWSB,Washburn Wisconsin,"46° 38' 11""",3336379C,"91° 12' 05""",470207,1260 ft.,USFS
FMIL,Miles City Florida,"26° 14' 54""",FA62232E,"81° 17' 48""",086402,15 ft.,NPS
ALGC,Little Granite Creek Alaska,"61° 44' 01""",9A70305C,"148° 49' 04""",500975,939 ft.,S&amp;PF
NRUV,Ruby Valley Nevada,"40° 43' 37""",33355574,"115° 14' 44""",260317,6900 ft.,USFS
UDGN,Dugway North Utah,"40° 23' 14""",32B3754C,"113° 01' 56""",,5194 ft.,DOD
CPOR,Porcupine Creek Colorado,"40° 05' 52""",3235D2C2,"106° 38' 47""",050406,8900 ft.,USFS
ITHO,Thomas Creek Idaho,"44° 49' 48""",,"115° 00' 00""",,4620 ft.,
TDRE,Dreka Texas,"31° 42' 05""",,"93° 54' 19""",,350 ft.,
CFAW,Fawnskin California,"34° 15' 58""",3230F3EE,"116° 53' 56""",045101,6900 ft.,USFS
ASKI,Skilak Guard Station Alaska,"60° 29' 02""",33911512,"150° 27' 38""",500967,590 ft.,S&amp;PF
KKIR,Kirwin Kansas,"39° 39' 55""",3292F04C,"99° 14' 03""",140401,1737 ft.,FWS
AFOU,Four Springs Arizona,"36° 47' 38""",324FF0D0,"112° 02' 32""",020227,6560 ft.,BLM
WLES,Lester Washington,"47° 12' 30""",3261E620,"121° 31' 30""",451705,1615 ft.,USFS
INEZ,Nez Perce Tribe-Spaulding Idaho,"46° 26' 52""",52124614,"116° 49' 31""",100803,747 ft.,BIA
CFVC,Five Cent California,"40° 45' 04""",323640AE,"122° 55' 04""",040520,2613 ft.,USFS
AGIR,Girdwood Alaska,"60° 58' 08""",9A70305C,"149° 07' 04""",500969,175 ft.,S&amp;PF
ONOB,North Bank Oregon,"43° 21' 20""",327E54A2,"123° 11' 29""",,1913 ft.,BLM
SAND,Upper Sand Wash Utah,"39° 42' 49""",324CE4A8,"109° 26' 46""",421410,6300 ft.,BLM
NKNR,Knife River North Dakota,"47° 19' 35""",327571E6,"101° 22' 40""",322701,1700 ft.,NPS
OYEL,Yellowstone Mountain Oregon,"44° 35' 32""",3249E368,"122° 25' 40""",352024,3080 ft.,BLM
CBRT,Barrett California,"32° 40' 03""",CA8003E2,"116° 41' 58""",,2395 ft.,S&amp;PF
AMRI,Marianna Arkansas,"34° 45' 22""",3275219A,"90° 43' 20""",034503,253 ft.,USFS
WDIR,Douglas Ingram Ridge Washington,"48° 06' 56""",3246936A,"120° 06' 11""",452035,3560 ft.,USFS
CBMK,Benchmark Colorado,"37° 46' 00""",,"108° 34' 00""",,9264 ft.,
CHAN,Hangman Colorado,"39° 55' 05""",32574066,"106° 54' 58""",051506,7834 ft.,USFS
CSLO,San Luis Obispo California,"35° 18' 10""",CA2384AE,"120° 40' 43""",044915,310 ft.,S&amp;PF
CLAD,Lodore Colorado,"40° 44' 19""",325A4300,"108° 50' 12""",550104,5940 ft.,BLM
MKAB,Kabnam Minnesota,"48° 26' 30""",FA63E4CA,"93° 03' 00""",210507,350 ft.,NPS
SRED,Red Canyon South Dakota,"43° 25' 33""",323075FA,"103° 45' 32""",395105,4644 ft.,USFS
WBOS,Boscobel Wisconsin,"43° 08' 57""",5370F3FE,"90° 41' 03""",476002,673 ft.,S&amp;PF
ADEV,Devil Mountain Alaska,"66° 16' 33""",3961221A,"164° 31' 51""",,285 ft.,NPS
MPAR,Pardee Montana,"47° 16' 11""",3233476E,"114° 54' 58""",241308,4640 ft.,USFS
ANEW,New Lake Alaska,"66° 09' 42""",12603368,"148° 02' 18""",500406,468 ft.,FWS
MSEN,Seney Michigan,"46° 14' 25""",837643E6,"85° 56' 34""",201202,726 ft.,FWS
AFYK,Ft. Yukon Alaska,"66° 34' 12""",AAA854B8,"145° 15' 03""",500426,465 ft.,BLM
ACAV,Cave Creek Arizona,"34° 05' 24""",,"111° 50' 47""",,3477 ft.,
ATAH,Tahinichok Alaska,"67° 33' 01""",396147FC,"163° 34' 02""",,966 ft.,NPS
IISP,Island Park Idaho,"44° 25' 00""",32383256,"111° 23' 00""",102105,6284 ft.,USFS
TCSP,Caprock S.P. Texas,"34° 12' 36""",,"101° 01' 48""",,1900 ft.,
MHEA,Heart Butte Montana,"48° 17' 34""",15C1A6C8,"112° 50' 07""",,4439 ft.,NWS
WCOU,Cougar Mountain Washington,"47° 55' 00""",324620E4,"123° 07' 02""",450117,3000 ft.,USFS
CALA,Alamosa Colorado,"37° 28' 47""",,"105° 56' 23""",,7570 ft.,
AYEL,Yellow John Mtn Arizona,"36° 09' 15""",325FB444,"113° 32' 30""",020217,6160 ft.,BLM
AHAY,Haycock Alaska,"65° 12' 06""",32437758,"161° 09' 18""",500214,177 ft.,BLM
IDRY,Dry Creek Idaho,"43° 21' 25""",324DE652,"115° 44' 00""",109791,4750 ft.,BLM
OSUM,Summit Oregon,"42° 13' 56""",3247A40A,"120° 14' 44""",353421,6147 ft.,USFS
MBUR,Burnt Creek Montana,"44° 56' 51""",AAA216E0,"111° 57' 40""",245506,6954 ft.,USFS
SLON,Long Cane South Carolina,"33° 55' 22""",328750EA,"82° 08' 33""",382301,383 ft.,USFS
CBEN,Benton California,"37° 50' 35""",3254B7EC,"118° 28' 40""",043708,5450 ft.,BLM
NSMI,Smith Spring Nevada,"39° 28' 47""",,"114° 59' 23""",,7300 ft.,
WPDW,Pistol Draw Wyoming,"43° 50' 57""",32B23A6E,"107° 55' 22""",480902,4520 ft.,BLM
CMTR,Mateo Ridge California,"33° 24' 56""",923005D8,"117° 31' 29""",045748,810 ft.,DOD
GOKE,Okefenokke East Georgia,"30° 44' 20""",32931144,"82° 06' 35""",099801,150 ft.,FWS
HDIL,Dillingham Hawaii,"21° 34' 19""",3278D278,"158° 11' 55""",,102 ft.,DOD
IPRL,Priest Lake Idaho,"48° 34' 30""",327416FA,"116° 57' 49""",100204,2600 ft.,USFS
CYUC,Yucca Valley California,"34° 07' 24""",CA450046,"116° 24' 28""",045112,3260 ft.,S&amp;PF
ANAV,Navajo Monument Arizona,"36° 40' 37""",32D5E2D2,"110° 32' 28""",020307,7279 ft.,BIA
VNUL,Nulhegan Vermont,"44° 46' 12""",83782268,"71° 42' 06""",430402,1245 ft.,S&amp;PF
RSNA,Snake Den Rhode Island,"41° 49' 00""",D0E006D2,"71° 32' 00""",,278 ft.,S&amp;PF
CSPK,Smith Peak California,"37° 48' 02""",AAC3A5A6,"120° 06' 03""",044115,3870 ft.,USFS
GCHA,Chattooga #1 Georgia,"34° 38' 25""",32737128,"83° 31' 19""",091301,1500 ft.,USFS
HSSR,Schofield South Range Hawaii,"21° 28' 48""",328FC12E,"158° 06' 26""",490300,1489 ft.,DOD
TARN,Arnold Air Force Base Tennessee,"35° 19' 17""",,"86° 02' 02""",,995 ft.,
CGZF,Grizzly Flat California,"38° 37' 11""",326EA3B8,"120° 33' 41""",042613,3740 ft.,USFS
NMAJ,Majuba Nevada,"40° 46' 22""",325027B4,"118° 31' 11""",260208,5293 ft.,BLM
MSEE,Seeley Lake Montana,"47° 10' 58""",323F5584,"113° 26' 50""",241508,4235 ft.,USFS
TDOG,Dog Canyon Texas,"31° 59' 46""",326C06B4,"104° 50' 02""",,6262 ft.,NPS
AKLA,Klawasi Alaska,"62° 08' 50""",FA60504A,"144° 55' 41""",500958,3100 ft.,NPS
OCHR,Charlotte Ridge Oregon,"43° 40' 09""",60001118,"123° 56' 37""",353046,1220 ft.,S&amp;PF
ACOL,Columbine Arizona,"32° 42' 14""",326B91E2,"109° 54' 50""",021005,9521 ft.,USFS
NRUT,Rutherford County North Carolina,"35° 25' 43""",3332073C,"81° 56' 22""",316302,1056 ft.,S&amp;PF
WOWW,Owl Mountain (West) Washington,"47° 46' 00""",300033C4,"124° 04' 00""",450211,3398 ft.,S&amp;PF
OBOU,Boulder Creek Oregon,"44° 43' 19""",3236E056,"122° 00' 11""",351909,3570 ft.,USFS
NCHE,Cheoah North Carolina,"35° 20' 00""",3334F776,"83° 49' 00""",315501,2100 ft.,USFS
MWOL,Wolf Mountain Montana,"45° 18' 47""",5211411A,"107° 10' 19""",245105,5217 ft.,BIA
STAB,Table Rock South Carolina,"35° 01' 45""",32B745EC,"82° 41' 36""",,1243 ft.,S&amp;PF
HOAH,Oahu Forest NWR Hawaii,"21° 29' 58""",8379F6FA,"157° 54' 01""",499911,2293 ft.,FWS
NSIA,Siard Nevada,"40° 23' 40""",325BD498,"117° 37' 30""",260402,4600 ft.,BLM
ITRI,Triangle Idaho,"42° 49' 43""",32523136,"116° 35' 19""",103208,5270 ft.,BLM
COAB,Oak Bottom California,"40° 39' 02""",FA410322,"122° 36' 20""",040636,1326 ft.,NPS
CMLR,Mallory Ridge California,"37° 49' 02""",CA40B408,"121° 46' 44""",043011,2040 ft.,S&amp;PF
CPRD,Panoche Road California,"36° 43' 37""",CA2265A6,"120° 45' 57""",044514,2032 ft.,S&amp;PF
SWEI,Weir Tower South Carolina,"34° 01' 18""",3293E1C0,"80° 52' 03""",,545 ft.,DOD
CRAN,Rangely Colorado,"40° 10' 11""",,"108° 47' 24""",,6484 ft.,
WDDG,Dodgeville Wisconsin,"43° 06' 00""",53702596,"90° 00' 00""",476001,1260 ft.,S&amp;PF
CMIO,Milo California,"36° 13' 53""",CA258460,"118° 52' 08""",043706,1923 ft.,S&amp;PF
MNES,Neshoba Mississippi,"32° 43' 39""",39107530,"89° 05' 56""",224601,554 ft.,S&amp;PF
AFAR,Farewell Alaska,"62° 43' 24""",3243C4D6,"154° 04' 36""",500624,775 ft.,BLM
MDPC,Deep Creek BFA Montana,"48° 21' 20""",5211F294,"113° 06' 50""",240308,5340 ft.,BIA
NTUS,Tusquitee North Carolina,"35° 02' 24""",3288F680,"84° 03' 36""",315602,2293 ft.,USFS
CBLV,Boulevard California,"32° 39' 44""",CA801094,"116° 16' 18""",,3267 ft.,S&amp;PF
MBAU,Baudette Minnesota,"48° 40' 13""",70701330,"94° 37' 02""",210301,1113 ft.,S&amp;PF
CCHE,Cheeseman Colorado,"39° 10' 53""",3241AA16,"105° 16' 02""",053102,7500 ft.,USFS
NBUC,Buckhorn Ranch Nevada,"38° 13' 17""",,"114° 17' 41""",261605,7050 ft.,BLM
WAUG,Augusta Wisconsin,"44° 41' 53""",5370A382,"91° 08' 03""",472801,970 ft.,S&amp;PF
VFSO,FAPH_South 1 Virginia,"38° 02' 34""",3274E67E,"77° 14' 13""",443304,206 ft.,DOD
WSCH,School House Park Wyoming,"44° 18' 23""",3239F5B2,"106° 58' 55""",481002,8080 ft.,USFS
TWES,Lenoir City Tennessee,"35° 50' 24""",026034EC,"84° 19' 51""",405101,1240 ft.,S&amp;PF
MWHH,Whitehall Montana,"45° 53' 00""",323FB676,"112° 09' 00""",243204,4360 ft.,USFS
OLON,Long Prairie Oregon,"42° 57' 12""",60006788,"124° 13' 24""",352819,1093 ft.,S&amp;PF
CPNR,Pine Ridge Colorado,"39° 15' 37""",32778496,"108° 24' 26""",052407,6600 ft.,BLM
ASHK,Shoal Creek Alabama,"33° 38' 50""",32765004,"85° 38' 04""",012201,908 ft.,USFS
MGWI,Gwinn Michigan,"46° 17' 22""",08003658,"87° 28' 27""",200703,1225 ft.,S&amp;PF
CCAB,Cabazon California,"33° 55' 55""",32517532,"116° 48' 19""",045634,2155 ft.,BLM
CJAK,Jack Wright Nevada,"38° 46' 07""",32552074,"119° 26' 45""",109894,5760 ft.,BLM
CELC,El Cariso California,"33° 38' 50""",3230A392,"117° 24' 40""",045619,3038 ft.,USFS
CLUJ,Lujan Colorado,"38° 15' 16""",3240D0AE,"106° 34' 04""",054702,11154 ft.,USFS
CCOR,Corralitos California,"36° 59' 28""",CA22D628,"121° 47' 52""",043802,450 ft.,S&amp;PF
CDEV,Devil Mtn Colorado,"37° 13' 37""",323A37A2,"107° 18' 17""",055901,7360 ft.,USFS
AWLR,Wills Range Alaska,"63° 58' 00""",32B66F28,"145° 45' 46""",,1250 ft.,DOD
IAN2,IDARNG2 RG14 Idaho,"43° 12' 09""",328795F4,"116° 01' 31""",,3012 ft.,DOD
FSAN,Sanborn Florida,"30° 13' 48""",3287E364,"84° 40' 48""",082201,74 ft.,USFS
KHMW,Houchin Meadow Kentucky,"37° 07' 54""",FA65D19E,"86° 08' 53""",156502,774 ft.,NPS
CSAL,Salter Colorado,"37° 39' 04""",3235C1B4,"108° 32' 11""",055205,8150 ft.,USFS
VNAT,Nathaniel Mountain West Virginia,"39° 11' 57""",9000A014,"78° 47' 27""",461102,3004 ft.,S&amp;PF
PCHE,Chestnut Springs Pennsylvania,"40° 41' 29""",,"77° 42' 10""",,1704 ft.,
BLAC,Black Cedar - Filmore 5E Utah,"38° 58' 45""",323517DC,"112° 14' 22""",421805,6480 ft.,USFS
ATUS,Tusayan Arizona,"35° 59' 24""",328305AC,"112° 07' 12""",020207,6700 ft.,USFS
OANT,Antelope Oregon,"44° 02' 23""",32652604,"118° 24' 59""",353524,6460 ft.,USFS
CSUL,Sullivan Creek Colorado,"38° 17' 12""",0103F628,"105° 40' 51""",109918,8211 ft.,BLM
CROW,Crow Knolls Utah,"38° 55' 48""",,"109° 58' 48""",,5400 ft.,
ODE1,Deschutes Portable #1 Oregon,"43° 55' 00""",3236D5CC,"121° 10' 00""",352691,0 ft.,USFS
NFAI,Fairfield North Carolina,"35° 32' 30""",40704512,"76° 13' 23""",317901,10 ft.,S&amp;PF
SIGN,Signal Peak - Monroe 5E Utah,"38° 37' 55""",32412C02,"112° 03' 40""",421904,8750 ft.,USFS
OREB,Red Box Oregon,"45° 01' 39""",3240335C,"121° 55' 16""",350718,3250 ft.,USFS
AUCR,Upper Charley River Alaska,"64° 31' 00""",3960D064,"143° 12' 08""",,3654 ft.,NPS
VDAV,Davis (Bearden) West Virginia,"39° 06' 18""",333481E6,"79° 25' 34""",462601,3853 ft.,USFS
WORR,Orr Creek Washington,"46° 21' 30""",326C56C8,"121° 35' 48""",451919,2550 ft.,USFS
YUSM,USMA New York,"41° 21' 54""",3333D3AE,"74° 01' 36""",300712,922 ft.,DOD
CALG,Aliso Laguna California,"33° 32' 10""",CA80539E,"117° 45' 12""",045509,820 ft.,S&amp;PF
NWMT,White Mountain NF New Hampshire,"43° 58' 50""",3287267A,"71° 08' 26""",270301,460 ft.,USFS
MCLK,Cass Lake Minnesota,"47° 22' 40""",333126DE,"94° 36' 54""",211604,1300 ft.,USFS
CSDU,Great Sand Dunes Colorado,"37° 43' 36""",8378E776,"105° 30' 39""",055503,8324 ft.,NPS
NSHR,Sherburne New York,"42° 42' 00""",62502384,"75° 30' 00""",300171,1100 ft.,S&amp;PF
CCUC,Cuchara Colorado,"37° 05' 49""",325D1148,"104° 55' 17""",056203,8313 ft.,USFS
MCBT,Cabinet (Trout Creek) Montana,"47° 52' 00""",327307B8,"115° 37' 30""",241210,2350 ft.,USFS
CHBG,Humbug Summit California,"40° 06' 31""",324D90C2,"121° 22' 60""",040918,6688 ft.,USFS
CFOU,Fountain Springs California,"35° 53' 28""",CA229522,"118° 54' 56""",044731,794 ft.,S&amp;PF
CMAR,Mariposa Grove California,"37° 30' 46""",FA455664,"119° 36' 17""",044106,6400 ft.,NPS
MMED,Medicine Lake Montana,"48° 29' 24""",8376958E,"104° 28' 34""",241102,1975 ft.,FWS
WTOL,Tolt Washington,"47° 40' 38""",3260924A,"121° 38' 31""",451719,400 ft.,USFS
HKAU,Kaupo Gap Hawaii,"20° 41' 03""",FA45A6E0,"156° 09' 07""",498007,4030 ft.,NPS
HPUW,Puu Waawaa Hawaii,"19° 47' 42""",487046D0,"155° 50' 43""",496026,2326 ft.,S&amp;PF
FEDD,Eddy Tower Florida,"30° 32' 54""",32876570,"82° 20' 54""",081302,131 ft.,USFS
CCDG,Cedar Grove California,"36° 47' 16""",FA6197AE,"118° 39' 22""",044719,4720 ft.,NPS
CLN4,LNF4 - Portable California,"40° 24' 00""",323463B6,"120° 37' 00""",,4500 ft.,USFS
CBKR,Baker California,"40° 16' 44""",,"122° 29' 13""",,700 ft.,
CSTA,Stampede California,"39° 28' 16""",3234B5DE,"120° 05' 13""",041310,6207 ft.,USFS
CWWC,Willow Creek Colorado,"40° 21' 06""",3235F42E,"106° 12' 55""",050304,9720 ft.,USFS
ACHF,Chief Cove Alaska,"57° 43' 46""",83735750,"153° 55' 57""",,150 ft.,FWS
NFBR,Fort Bragg North Carolina,"35° 08' 23""",326E8554,"79° 03' 52""",318503,469 ft.,S&amp;PF
CDOY,Doyle California,"40° 01' 20""",325694F4,"120° 06' 20""",040724,4240 ft.,BLM
OMIK,Mikey Oregon,"42° 00' 49""",3263D64E,"117° 40' 05""",,6974 ft.,BLM
MHRN,Harkness Montana,"44° 27' 54""",32A036D6,"112° 57' 07""",245416,8400 ft.,USFS
CRAM,Ramah Colorado,"39° 05' 10""",,"104° 13' 08""",,6238 ft.,
MPPN,Porcupine Montana,"47° 49' 00""",,"113° 55' 00""",,6140 ft.,
GRIC,Richmond Hill Georgia,"31° 58' 39""",F8E0196E,"81° 22' 56""",097903,20 ft.,DOD
VWRF,WVU Research Forest West Virginia,"39° 40' 37""",32D6D046,"79° 46' 19""",460902,2280 ft.,S&amp;PF
CBNL,Ben Lomond California,"37° 07' 54""",CA22C55E,"122° 10' 12""",043808,2630 ft.,S&amp;PF
ALIM,Limestone Canyon Arizona,"34° 10' 44""",5211D478,"110° 16' 25""",020302,6800 ft.,BIA
KBSN,Big Sandy Kentucky,"37° 45' 00""",40302328,"82° 38' 00""",154801,1180 ft.,S&amp;PF
MOXB,Oxbow Massachusetts,"42° 30' 53""",AAB632A8,"71° 36' 56""",192701,240 ft.,FWS
XTOW,Tower New Mexico,"35° 46' 35""",FA6362DE,"106° 15' 56""",290801,6500 ft.,NPS
CSLP,Harbison Meadow Colorado,"40° 16' 13""",3335F58C,"105° 50' 15""",050402,8500 ft.,USFS
OBLA,Black Rock Oregon,"43° 31' 24""",3260145E,"121° 48' 48""",353342,4880 ft.,USFS
